Traffic_Level,Distance_km,Weather_Index,Rider_Age,Multiple_Deliveries,Hour_of_Day,Is_Festival,Actual_Time_mins,Estimated_mins,Delay_mins,Is_Delayed
3,7.46,2,27,1,19,0,45.7,44.3,1.4,1
2,7.44,3,22,0,21,0,30.5,35.4,-4.9,0
2,6.1,3,26,0,4,0,22.5,26.3,-3.8,0
2,4.64,1,26,1,11,0,21.9,22.1,-0.2,0
2,6.93,1,31,0,13,1,31.2,29,2.2,1
1,9.58,2,32,1,18,0,35.6,35.3,0.3,1
3,7.03,5,22,1,23,0,38.9,37.3,1.6,1
2,6.27,5,21,0,0,0,26.1,25.1,1,1
3,6.06,1,24,0,1,0,23.7,27.6,-3.9,0
2,3.06,4,39,0,1,0,23,20.5,2.5,1
1,9.48,2,34,0,4,1,31.3,33.7,-2.4,0
3,7.08,5,32,1,8,0,35.4,39.8,-4.4,0
4,7.65,1,26,1,10,1,47.9,44.3,3.6,1
2,7.05,1,32,0,16,0,22.5,20.4,2.1,1
1,6.39,1,29,0,19,0,19.7,17.4,2.3,1
1,8.41,1,29,0,19,0,23.9,22.6,1.3,1
2,9.47,1,28,1,20,0,38.6,45.5,-6.9,0
2,1.84,2,28,0,21,0,21.7,25.9,-4.2,0
3,8.21,3,27,0,8,0,30,32.3,-2.3,0
3,10.77,2,25,0,10,0,36.8,44.1,-7.3,0
2,4.89,4,32,0,10,1,34,29.8,4.2,1
2,9.27,4,27,0,13,0,37.2,38.8,-1.6,0
1,13.18,5,39,1,16,0,41,40.4,0.6,1
2,12.37,3,30,1,17,1,47.7,47.8,-0.1,0
2,2.91,1,22,0,20,0,18.2,18.2,0,0
1,1.47,3,34,0,20,1,21.6,22.5,-0.9,0
1,6.46,1,33,1,22,0,17.5,17.6,-0.1,0
1,7.83,3,29,0,9,0,27.5,27.9,-0.4,0
4,7.63,4,24,0,10,1,45.9,50.1,-4.2,0
1,9.29,1,25,0,11,0,29.7,28.3,1.4,1
4,2.99,1,26,0,13,0,23,20.7,2.3,1
1,4.7,2,29,0,13,0,19.2,21.1,-1.9,0
3,8.93,4,32,0,17,0,35.9,35.8,0.1,1
2,4.01,2,28,0,18,1,29.8,29.3,0.5,1
1,10.37,4,23,1,22,1,41.3,45.9,-4.6,0
1,7.32,1,31,0,22,0,20.6,23.4,-2.8,0
1,17.72,1,26,1,0,1,50.7,50.6,0.1,1
2,6.85,2,23,0,1,1,32.2,34.7,-2.5,0
3,6.15,1,25,0,2,1,32.2,31.7,0.5,1
4,8.1,1,31,0,5,0,29.2,28.1,1.1,1
2,2.87,2,34,1,7,0,20.1,23,-2.9,0
4,9.99,4,29,1,12,1,60.4,54.6,5.8,1
2,8.63,1,22,1,13,0,38.4,42,-3.6,0
3,16.11,3,28,1,18,0,53.3,47.1,6.2,1
4,14.62,4,31,0,19,0,52.1,50.2,1.9,1
1,6.54,1,29,0,22,0,14.5,15.4,-0.9,0
2,7.49,4,25,0,5,0,31.6,32.1,-0.5,0
2,4.48,2,38,1,10,0,22.8,20.4,2.4,1
1,12.6,1,18,0,12,0,32,29.9,2.1,1
1,6.29,1,28,1,13,0,30.1,27.7,2.4,1
3,3.52,3,27,0,15,0,23.1,23.4,-0.3,0
2,10.66,2,32,1,17,0,36,31.7,4.3,1
1,10.21,3,27,0,17,0,28,27.4,0.6,1
2,9.51,1,33,1,17,0,26.6,28,-1.4,0
2,9.79,3,20,0,21,0,36.6,36.4,0.2,1
2,8.78,1,33,0,21,0,28,29.2,-1.2,0
3,10.16,1,24,1,22,0,42.9,43.6,-0.7,0
1,6.81,2,25,0,0,0,22.9,20.9,2,1
4,14.21,3,28,1,0,1,61.3,65.3,-4,0
1,7.42,5,32,0,0,0,22,20.9,1.1,1
2,11.07,5,31,0,1,1,41.6,44.1,-2.5,0
2,4.46,4,31,0,2,0,20,21,-1,0
2,2.82,2,36,0,3,1,15.9,13.8,2.1,1
4,7.66,2,24,0,3,1,40.1,41.3,-1.2,0
2,4.21,2,23,0,4,0,20.4,17.4,3,1
3,1.72,1,25,1,5,0,22.1,20.6,1.5,1
3,7.34,1,27,0,11,0,28.4,33.7,-5.3,0
3,8.87,2,26,1,15,0,32.7,29.3,3.4,1
3,10.29,5,25,0,20,0,46.8,51.9,-5.1,0
1,3.79,2,35,0,23,0,13.6,15.6,-2,0
3,5.23,4,19,0,1,0,32.5,35.2,-2.7,0
4,14.61,3,39,0,2,0,43,40.5,2.5,1
3,8.08,3,28,0,4,0,26.6,30.3,-3.7,0
1,5.13,4,36,0,9,0,21.4,23.5,-2.1,0
2,12.68,2,33,1,14,0,42,37.8,4.2,1
2,6.98,2,39,1,16,0,31.2,34.6,-3.4,0
2,4.11,2,35,0,19,0,26.8,30.6,-3.8,0
1,3.87,1,29,0,22,0,12.4,14.7,-2.3,0
2,6.62,2,19,0,0,0,23.1,20.1,3,1
2,9.34,1,31,0,1,0,27.7,24.4,3.3,1
2,8.31,4,31,1,3,0,32,33.4,-1.4,0
3,8.36,1,29,1,7,0,36.2,37.4,-1.2,0
1,3.75,1,23,0,7,0,12,13.5,-1.5,0
2,7.91,1,25,1,8,1,36.8,41.6,-4.8,0
3,9.04,1,25,0,10,0,34.9,31,3.9,1
1,2.68,1,25,1,18,0,16.7,14.4,2.3,1
2,15.94,1,30,0,19,0,47.3,43.1,4.2,1
1,8.37,3,30,0,22,0,22.5,26.5,-4,0
1,7.46,1,29,0,0,0,19.9,17.2,2.7,1
3,5.26,3,20,1,7,0,30.4,26.2,4.2,1
1,4.79,2,21,0,7,0,17.2,19,-1.8,0
4,3.64,1,26,1,7,1,38.7,45,-6.3,0
2,5.07,1,27,0,9,0,17.9,17.7,0.2,1
2,6.89,4,30,0,10,1,29.8,33.5,-3.7,0
2,4.3,2,22,1,13,1,35.9,36.7,-0.8,0
3,4.75,4,33,0,15,0,22.2,22.3,-0.1,0
2,3.07,5,36,0,18,0,25.8,23.2,2.6,1
2,3.97,2,33,0,20,0,22.5,25.5,-3,0
4,9.5,4,33,1,0,1,52.2,48.4,3.8,1
4,2.43,5,21,1,5,0,30.2,25.7,4.5,1
3,6.05,1,27,1,5,0,25.4,29.3,-3.9,0
3,4.66,1,24,1,5,0,28.7,26.5,2.2,1
3,6.13,3,31,0,12,1,35.6,33.4,2.2,1
3,9.97,2,24,1,12,0,40.7,44.1,-3.4,0
1,5.14,1,28,0,15,0,13.4,15.2,-1.8,0
3,5.33,3,26,0,18,0,23.8,20.4,3.4,1
3,4.98,1,28,0,19,0,24.8,24.7,0.1,1
2,4.54,1,28,1,20,0,22.8,23.1,-0.3,0
1,8.14,2,31,1,23,0,26.7,26,0.7,1
1,5.92,1,26,0,2,0,16.4,17.5,-1.1,0
2,5.09,1,25,1,2,0,28.7,33.3,-4.6,0
2,5.56,1,40,0,5,0,18.1,19.7,-1.6,0
3,6.05,5,18,0,10,0,33,36.5,-3.5,0
2,11.87,4,28,1,12,0,46.1,50.5,-4.4,0
2,3.01,1,29,0,13,1,22.8,25.5,-2.7,0
4,6.47,2,24,0,17,1,34.5,35.1,-0.6,0
1,4.1,1,31,0,21,0,13.8,15.7,-1.9,0
2,6.35,1,33,0,2,0,21,22.9,-1.9,0
1,6.73,4,22,1,3,1,34.5,38.9,-4.4,0
3,9.63,4,30,1,13,0,46,39.8,6.2,1
2,5.24,2,29,1,14,1,33.6,39,-5.4,0
3,4.11,2,31,0,16,1,31.5,37,-5.5,0
2,10.39,2,31,1,19,1,48.7,43.1,5.6,1
3,2.98,4,28,0,1,0,23.1,24.4,-1.3,0
3,18.58,2,18,0,2,0,53.2,45.8,7.4,1
4,2.92,1,27,0,2,0,21.2,21.1,0.1,1
4,9.73,3,28,0,4,0,39.2,37.2,2,1
3,13.64,4,31,1,6,0,42.7,44.1,-1.4,0
1,2.4,2,29,1,10,0,13.7,14.7,-1,0
3,2.65,1,18,1,12,0,29.3,27.7,1.6,1
2,11.88,2,32,0,13,0,39.6,44.2,-4.6,0
4,4.32,2,18,1,13,0,38.2,35.1,3.1,1
2,7.06,1,28,0,15,0,21.5,22.8,-1.3,0
1,25,2,33,1,16,1,67.9,73.1,-5.2,0
3,5.61,1,34,0,21,0,24.4,26,-1.6,0
3,6.49,1,22,0,22,1,33.1,34.7,-1.6,0
4,2.89,2,34,1,2,0,28,25.6,2.4,1
3,7.79,4,33,1,5,0,33.6,28.7,4.9,1
3,2.67,1,29,1,11,1,30.7,28.2,2.5,1
1,8.92,1,26,1,13,0,32.5,33.8,-1.3,0
1,2.61,4,24,0,17,0,15.3,17.8,-2.5,0
1,3.31,1,32,0,17,0,11.6,10.7,0.9,1
1,3.94,2,27,0,18,0,24,22.4,1.6,1
4,8.8,3,18,0,21,0,40.5,45.2,-4.7,0
2,12.31,2,32,1,0,0,44,38.8,5.2,1
2,10.42,2,25,0,1,0,28.9,28.2,0.7,1
4,2.84,1,28,1,1,0,25.1,25.1,0,0
3,5.1,4,33,0,7,0,24.4,23.9,0.5,1
2,4.42,3,35,1,11,0,26.6,28.5,-1.9,0
2,2.99,2,35,0,16,0,13.3,15.5,-2.2,0
4,6.01,5,24,0,20,0,40.5,38.2,2.3,1
4,9,1,30,0,0,0,35.1,38.6,-3.5,0
2,7.25,2,28,0,3,1,35.5,39.4,-3.9,0
3,13.19,1,21,1,5,0,42.3,42.9,-0.6,0
3,5.99,1,28,1,6,0,30.9,35.2,-4.3,0
2,4.94,1,36,1,7,0,18.9,16.5,2.4,1
1,6.61,1,25,0,7,0,22.2,26.4,-4.2,0
1,4.82,1,30,0,9,0,14.8,17.4,-2.6,0
2,6.65,1,28,1,11,0,23.2,27.1,-3.9,0
1,5.37,4,29,1,14,0,21.3,24.6,-3.3,0
3,6.44,2,22,0,19,1,37.5,44.1,-6.6,0
3,4.04,1,20,0,20,0,23.7,27.5,-3.8,0
2,6.79,4,27,0,23,0,26.3,25.9,0.4,1
1,11.72,1,27,0,23,0,29,30.2,-1.2,0
3,2.2,1,30,0,1,1,21.2,23.9,-2.7,0
3,3.98,4,27,0,2,0,23.8,24,-0.2,0
1,6.11,4,26,0,4,0,18.1,18.5,-0.4,0
2,3.71,1,31,0,6,1,20.8,18.9,1.9,1
2,9.62,2,32,1,6,0,35.5,41.9,-6.4,0
2,5.56,5,27,1,6,0,32.7,30.6,2.1,1
3,7.64,4,24,0,7,0,30.7,32.7,-2,0
2,6.28,2,30,0,10,0,25.4,25.8,-0.4,0
2,2.36,4,29,0,14,1,27.2,32.3,-5.1,0
3,2.79,5,27,0,18,0,31,28.4,2.6,1
3,6.98,2,25,1,20,0,41.2,45.1,-3.9,0
2,5.65,1,27,0,21,0,27.4,28.3,-0.9,0
2,9.55,2,31,0,23,0,27.4,23.4,4,1
2,9.64,1,31,0,6,0,30.2,28.5,1.7,1
3,2.49,1,22,0,12,1,33.4,36.2,-2.8,0
2,5.63,5,31,0,12,1,38.9,39.2,-0.3,0
3,7.99,1,31,1,14,0,29.3,27.8,1.5,1
4,8.66,3,20,0,21,0,42.2,47.5,-5.3,0
1,8.82,1,18,0,22,0,26.9,24.6,2.3,1
2,7.91,3,24,1,3,0,32.6,34.3,-1.7,0
2,16.14,1,25,0,3,0,43.2,49.2,-6,0
4,2.96,5,26,0,4,0,30.5,26.9,3.6,1
3,3.07,1,26,1,7,0,23.9,20.7,3.2,1
3,3.61,4,30,0,8,1,30.3,27.2,3.1,1
2,9.94,4,30,0,18,1,37.1,40,-2.9,0
1,15.28,2,30,1,20,0,47.6,53.3,-5.7,0
3,6.13,1,28,0,21,0,29.8,30.4,-0.6,0
2,3.76,2,23,0,22,0,19.3,17.2,2.1,1
1,3.48,4,39,0,0,0,17.5,18.8,-1.3,0
3,9.36,1,18,1,2,0,27.4,23.8,3.6,1
2,7.09,3,31,1,3,0,35.4,31.8,3.6,1
2,7.09,1,31,0,3,0,19.3,20.1,-0.8,0
1,2.04,1,18,1,8,1,21.8,25.1,-3.3,0
2,2.12,2,20,1,12,0,31.6,29.9,1.7,1
1,6.93,4,28,0,13,0,30.3,27.1,3.2,1
1,16.75,1,22,0,18,0,47,44.1,2.9,1
1,5.95,1,25,0,19,1,27,29.1,-2.1,0
4,8.25,4,18,0,20,1,50.4,52,-1.6,0
1,6.75,3,34,1,21,0,32,36.5,-4.5,0
2,2.9,1,25,0,1,0,19.4,19,0.4,1
2,11.21,4,21,0,2,0,33.7,29.6,4.1,1
3,11.48,5,20,1,2,0,50.8,60.2,-9.4,0
2,14.25,2,34,0,4,0,33.8,32.3,1.5,1
2,2.98,1,18,1,8,0,26.9,23.7,3.2,1
2,3.99,2,33,0,9,1,24.1,28.4,-4.3,0
2,19.4,1,33,0,12,1,60.9,68,-7.1,0
4,2.41,2,25,1,0,0,27.6,32.6,-5,0
2,4.87,5,33,1,1,0,30.5,36.2,-5.7,0
3,8.62,1,27,1,3,1,44.3,44,0.3,1
3,7,4,26,0,7,0,31.8,32.5,-0.7,0
1,7.01,4,32,0,13,1,32.2,30.6,1.6,1
3,4,2,23,1,22,0,24.8,23.3,1.5,1
3,9.19,2,21,0,23,0,33,37.9,-4.9,0
3,2.93,1,29,0,23,1,24.8,27.5,-2.7,0
3,4.6,2,30,0,1,0,20.6,18.2,2.4,1
3,5.41,4,37,0,3,0,26.6,23.4,3.2,1
3,3.87,3,25,0,12,1,34.3,30,4.3,1
1,9.41,4,34,0,23,1,36.9,32.2,4.7,1
1,5.96,1,25,0,0,0,14.6,16,-1.4,0
3,8.79,3,31,0,1,0,29.4,33.1,-3.7,0
1,6.49,2,25,0,1,1,27.4,25,2.4,1
3,4.94,2,27,1,3,0,24.3,29,-4.7,0
2,9.03,2,24,1,5,1,42.7,50,-7.3,0
4,16.63,2,37,0,9,0,45,39.6,5.4,1
3,8.81,3,37,0,11,0,32.4,38.3,-5.9,0
3,9.46,2,32,0,11,0,29.6,29.7,-0.1,0
3,5.98,1,23,0,11,0,25.3,28.5,-3.2,0
2,11.24,1,22,1,14,0,39.2,44.2,-5,0
2,6.5,1,34,0,19,0,26.3,26.5,-0.2,0
3,7.26,2,29,0,0,0,27.2,29.7,-2.5,0
4,6.86,1,28,0,2,0,30.7,34.6,-3.9,0
2,4.71,1,29,0,2,0,16.9,16.1,0.8,1
3,8.37,3,24,1,6,0,37.7,34.2,3.5,1
4,2.87,5,27,1,8,1,37.2,32,5.2,1
1,5.29,1,30,0,8,0,11.7,11.4,0.3,1
3,3.29,1,28,1,9,0,24.7,23.4,1.3,1
3,2.99,4,28,0,9,0,23,23.3,-0.3,0
3,7.13,2,24,1,12,0,41.4,45.4,-4,0
1,2.97,1,29,0,16,0,13,13.8,-0.8,0
3,5.83,1,27,0,18,1,31.8,35.3,-3.5,0
2,5.23,1,29,0,19,1,22.1,23.4,-1.3,0
2,2.84,1,21,0,21,0,26.2,27.5,-1.3,0
3,2.54,1,34,0,0,0,18.5,18.2,0.3,1
2,7.66,1,34,1,2,0,24.9,25.9,-1,0
2,7.41,5,36,0,3,0,29.6,28,1.6,1
2,5,1,25,1,7,0,21.3,21.2,0.1,1
2,4.4,1,31,1,9,0,19.6,18.4,1.2,1
4,2.91,1,25,0,9,1,29.9,28.6,1.3,1
2,3.77,1,24,1,9,1,30.1,28.6,1.5,1
2,2.83,2,23,0,9,0,20.6,19.4,1.2,1
3,12.11,1,38,0,10,0,37.2,39.5,-2.3,0
1,2.35,1,29,0,12,1,21.4,24.5,-3.1,0
1,2.9,1,31,0,17,0,12.1,11,1.1,1
3,7.95,1,24,1,20,0,44.5,47,-2.5,0
2,2.63,1,38,1,20,1,28.4,31.5,-3.1,0
2,10.42,4,27,1,23,0,40.5,37.1,3.4,1
2,6.69,1,29,1,0,0,24.8,26.8,-2,0
1,12.53,2,29,1,2,0,34.9,40.5,-5.6,0
1,5.82,3,29,0,3,0,21,20.5,0.5,1
3,7.03,1,26,0,9,0,36,42.1,-6.1,0
2,7.94,1,25,0,9,1,33.1,32.4,0.7,1
2,6.82,1,26,1,13,0,32.4,32.2,0.2,1
1,6.8,4,38,1,16,0,33.5,35,-1.5,0
3,7.16,2,38,0,20,0,28.9,25.9,3,1
1,4.68,1,32,0,2,1,22.2,25.7,-3.5,0
3,5.26,1,24,0,9,0,29.3,29.7,-0.4,0
4,14.02,1,22,1,15,0,51.2,49.1,2.1,1
1,7.25,2,28,0,17,0,20.7,21.1,-0.4,0
3,8.44,2,30,1,18,0,34.4,39,-4.6,0
2,4.98,4,31,1,1,0,29.9,26.9,3,1
1,9.94,1,29,0,2,1,36.1,35.5,0.6,1
3,8.49,1,39,1,4,1,41.7,48.1,-6.4,0
3,5.47,3,28,0,5,1,36.5,33.5,3,1
2,6.99,2,27,1,11,0,30.4,29.7,0.7,1
2,4.34,1,23,1,12,0,28.2,26.9,1.3,1
2,9.55,4,26,0,14,0,27.2,24.8,2.4,1
1,4.75,1,31,0,15,0,12.2,13.5,-1.3,0
3,8.32,2,35,0,18,0,27.4,31.8,-4.4,0
3,13.13,4,24,0,20,0,45.9,46.5,-0.6,0
1,16.13,5,26,1,22,1,50.6,54.9,-4.3,0
2,3.93,2,30,1,23,0,21.4,25.4,-4,0
2,4.37,4,28,0,1,0,24.7,24.5,0.2,1
2,7.78,2,35,1,1,0,30.1,34.5,-4.4,0
2,4.44,2,21,0,3,0,17,16.1,0.9,1
2,4.33,1,23,0,6,1,28.2,31.8,-3.6,0
3,16.55,1,18,1,9,1,57.6,54.9,2.7,1
3,16.03,2,26,0,11,0,48.7,45.7,3,1
2,8.62,4,25,1,14,0,34.3,34.9,-0.6,0
3,12.1,3,29,1,15,0,44.9,43.7,1.2,1
2,4.38,1,32,1,19,0,27.8,27.3,0.5,1
1,6.15,1,21,1,23,0,26.8,25.1,1.7,1
1,9.6,4,23,0,0,1,37.6,39.2,-1.6,0
3,11.35,1,31,0,3,0,31.5,32.5,-1,0
2,3.86,2,32,0,4,1,26.7,25.3,1.4,1
3,3.08,2,33,0,12,0,21.9,20.8,1.1,1
3,20.54,2,31,0,15,0,54.6,54.9,-0.3,0
4,19.69,2,32,1,18,0,61.5,56.9,4.6,1
2,12.74,4,31,1,20,0,51.4,56.2,-4.8,0
2,9.64,1,23,0,7,0,29.7,27.3,2.4,1
1,3,1,30,0,11,0,15.8,18.9,-3.1,0
2,11.7,1,41,1,13,1,47.7,44.4,3.3,1
3,5.16,2,33,0,14,0,24.2,21.4,2.8,1
3,6.47,2,30,0,16,0,22.5,19.1,3.4,1
1,1.62,2,29,0,23,0,10.1,10.9,-0.8,0
1,11.23,4,31,1,3,1,40.7,34.8,5.9,1
3,6.78,1,36,0,4,0,29.4,31.4,-2,0
4,3.52,4,32,0,5,1,33.3,32.5,0.8,1
1,5.84,1,26,1,7,0,21.4,21.7,-0.3,0
2,3.1,2,33,0,18,0,15.7,17.2,-1.5,0
3,4.54,1,29,0,20,0,23.6,27.4,-3.8,0
4,8.69,2,23,0,22,0,35.3,42,-6.7,0
1,7.26,2,33,0,1,0,20.8,19.9,0.9,1
3,8.6,1,27,1,3,0,34.3,35.5,-1.2,0
3,5,3,27,0,8,0,25.7,30,-4.3,0
2,16.05,1,32,0,13,0,40.4,46.8,-6.4,0
1,3.48,2,37,0,15,0,14.3,16.3,-2,0
4,9.77,1,31,0,17,0,36.4,39.4,-3,0
4,7.93,2,28,0,21,0,37.7,44.9,-7.2,0
3,4.63,1,30,1,0,1,34.4,33.9,0.5,1
2,8.63,1,27,1,7,0,28,29.5,-1.5,0
3,20.07,1,28,1,17,0,56.4,61.9,-5.5,0
2,4.71,2,21,1,18,0,26.2,24.5,1.7,1
3,3.29,1,28,1,19,0,24.6,25.2,-0.6,0
2,3.6,1,25,1,4,0,18.9,20.8,-1.9,0
3,6.37,1,25,0,13,0,30.5,28.3,2.2,1
2,3.98,2,27,0,14,0,17.4,15.7,1.7,1
2,3.49,2,30,1,15,0,20.8,20.8,0,0
2,4.21,1,36,1,16,1,33.8,38.7,-4.9,0
1,9.87,2,26,1,20,1,45.1,38.8,6.3,1
4,7.11,2,18,0,22,0,38.2,35.8,2.4,1
3,1.57,1,27,0,3,0,11.8,13.2,-1.4,0
2,5.69,1,26,0,3,0,23.1,27.2,-4.1,0
2,5,2,29,0,4,1,25.6,25.2,0.4,1
2,4.84,5,24,1,9,0,30.8,28.2,2.6,1
2,3.99,3,30,0,10,0,18.4,18.9,-0.5,0
2,12.07,2,32,0,12,0,33.6,33.8,-0.2,0
2,3.71,1,18,1,12,0,25.5,23.5,2,1
3,6.3,1,27,0,13,0,26.8,25.9,0.9,1
2,10.36,1,20,1,14,0,42.2,36,6.2,1
2,7.68,4,27,0,15,1,34.1,32.2,1.9,1
4,6.03,2,34,1,18,0,36.5,31.9,4.6,1
3,3.46,1,26,1,20,1,30.4,30.6,-0.2,0
4,2.53,1,26,0,21,0,21.4,24.4,-3,0
2,4.17,1,30,0,3,0,12.7,13.7,-1,0
2,9.17,1,27,1,4,1,40.5,36.8,3.7,1
2,4.7,2,24,0,5,0,19.8,19.4,0.4,1
4,5.46,2,30,0,5,1,37.8,32.5,5.3,1
3,6.04,1,20,1,7,0,31.6,34.8,-3.2,0
2,11.12,1,28,0,9,0,31.7,36,-4.3,0
4,4.28,4,28,1,20,1,43.9,41.6,2.3,1
3,4.39,2,29,0,2,0,23.8,25.6,-1.8,0
3,9.66,4,18,0,5,0,38.4,34.6,3.8,1
2,5.44,2,23,1,6,0,28.6,30.8,-2.2,0
3,8.48,1,25,0,11,1,39.1,41.3,-2.2,0
1,6.84,1,32,1,13,0,21.6,22.4,-0.8,0
2,16.04,1,27,0,16,0,38.3,44.6,-6.3,0
2,8.6,1,20,0,17,1,39.1,36.6,2.5,1
2,4.6,1,36,0,18,0,16.3,16.5,-0.2,0
3,5.45,3,25,0,1,0,29.7,34.7,-5,0
1,9.67,1,32,1,6,1,35.7,33,2.7,1
3,6.72,3,34,1,9,0,36.3,41.4,-5.1,0
1,2.6,2,25,0,13,1,26.7,29.3,-2.6,0
1,6.49,1,24,0,15,0,19.2,19.7,-0.5,0
1,9.78,1,22,1,17,0,30.5,32.8,-2.3,0
1,3.62,1,36,1,2,0,15.5,17.8,-2.3,0
2,8.99,3,28,0,5,0,31.9,32.4,-0.5,0
4,3.62,2,24,0,5,0,25.5,29.4,-3.9,0
2,6.99,2,19,0,7,1,29.3,30.6,-1.3,0
2,7.86,2,24,0,8,0,34.6,37.6,-3,0
3,2.45,2,28,0,9,0,15.5,16.3,-0.8,0
2,5.59,2,26,0,12,0,26,23.4,2.6,1
2,6,2,28,1,13,0,29.3,27.2,2.1,1
1,3.38,1,35,0,16,0,13,14.6,-1.6,0
2,5.63,1,28,0,18,0,14.9,17.3,-2.4,0
2,6.12,5,35,1,20,0,38.3,43.7,-5.4,0
2,3.62,5,23,1,6,0,28.6,25.4,3.2,1
2,7.86,2,32,1,7,0,34.1,34.3,-0.2,0
3,4.14,1,24,0,7,0,24,27.4,-3.4,0
3,3.37,2,31,1,8,0,27.2,23.5,3.7,1
2,10.24,1,32,0,16,0,28.1,32.6,-4.5,0
2,5.51,1,25,1,20,0,29.4,29,0.4,1
2,12.52,1,33,1,22,1,45.9,39.5,6.4,1
2,3.07,2,26,1,23,0,21.2,20.7,0.5,1
2,6.34,1,29,1,0,0,24.2,28.8,-4.6,0
3,5.38,1,30,1,4,1,33,39.3,-6.3,0
3,2.7,1,28,0,6,1,26.7,29.4,-2.7,0
3,8.71,4,23,1,12,0,47.4,49.6,-2.2,0
2,7.56,2,30,0,15,0,22.1,24.8,-2.7,0
3,7.04,2,35,0,16,0,29.5,29.9,-0.4,0
1,5.2,2,27,1,0,0,20,19.5,0.5,1
3,11.16,1,35,1,3,0,43.4,43.1,0.3,1
2,5.27,1,29,0,8,1,22.9,22.6,0.3,1
2,4.04,1,34,1,10,0,23.2,27.6,-4.4,0
1,6.92,1,35,0,10,0,20.1,17.5,2.6,1
3,4.32,1,33,0,10,0,18.7,19.2,-0.5,0
3,1.62,5,32,0,16,1,27.7,31.7,-4,0
1,6.94,4,23,1,2,0,25.1,25.7,-0.6,0
2,5.41,1,33,1,12,1,34.1,37.9,-3.8,0
3,8.39,2,20,0,14,0,30.6,27.1,3.5,1
2,7.92,1,33,0,16,0,30.4,34.6,-4.2,0
3,6.84,2,34,0,20,0,32.3,35.4,-3.1,0
4,5.05,2,34,0,20,0,31.4,32.9,-1.5,0
2,4.12,1,33,0,21,0,23.9,25.8,-1.9,0
1,8.46,2,35,1,1,0,27.4,25.3,2.1,1
3,14.79,2,28,0,4,1,49.3,46.8,2.5,1
3,3.88,1,24,0,13,0,27.8,28.9,-1.1,0
4,11.21,4,28,0,13,0,46,50,-4,0
1,15.37,2,36,1,14,0,43.5,44.2,-0.7,0
3,13.24,4,35,0,14,1,49,43.3,5.7,1
2,4.91,1,24,0,16,0,24.8,26.8,-2,0
1,6.42,2,31,1,19,1,38.3,38.8,-0.5,0
3,2.77,5,25,1,21,0,35.8,39.4,-3.6,0
3,5.31,1,22,1,21,0,34.2,35.1,-0.9,0
4,4.66,2,41,1,22,1,41.2,36.8,4.4,1
2,9.42,1,28,0,0,0,20.8,21.1,-0.3,0
2,4.13,1,24,0,0,0,15.2,16.7,-1.5,0
2,4.37,1,36,1,2,1,27.2,30.2,-3,0
1,6.33,4,33,0,3,0,21.6,24.6,-3,0
2,3.88,1,37,1,21,0,24.8,24.5,0.3,1
2,2.57,1,18,1,0,0,20,21.4,-1.4,0
3,7.53,1,18,0,3,1,39.9,37.1,2.8,1
1,2.56,3,31,0,5,1,16.6,17.2,-0.6,0
3,5.13,2,22,0,6,0,28.2,31.8,-3.6,0
2,10.69,5,23,0,9,0,31.1,27.5,3.6,1
2,7.35,1,22,1,13,1,44.6,49.7,-5.1,0
3,8.09,2,26,0,13,0,32.5,29.2,3.3,1
1,3.67,1,33,1,15,1,25.2,24.5,0.7,1
2,3.21,3,35,0,15,0,21,24.5,-3.5,0
3,9.14,1,24,0,18,0,29.8,29.2,0.6,1
1,3.29,1,23,1,0,0,15.9,13.8,2.1,1
3,11.75,4,32,0,1,0,40.6,38.6,2,1
1,7.24,1,37,0,1,0,19.9,22,-2.1,0
2,6.2,4,27,0,5,0,29.6,25.3,4.3,1
1,7.07,1,24,0,7,0,24.2,24.7,-0.5,0
2,3.23,1,32,0,8,1,19.7,19.8,-0.1,0
2,7.69,2,31,1,8,0,28.6,33,-4.4,0
2,10.11,2,31,0,9,0,27.4,24.4,3,1
3,3.76,3,31,0,21,0,25.2,26.2,-1,0
2,5.54,2,26,0,4,0,21,20.1,0.9,1
2,3.95,4,25,0,4,1,25,21.4,3.6,1
4,6.35,2,24,1,5,0,36.7,36.4,0.3,1
3,4.86,2,24,0,9,0,19.5,20.5,-1,0
2,9.88,3,18,1,10,0,37.5,37.4,0.1,1
3,3.35,2,23,1,12,1,37.7,33.6,4.1,1
1,5.75,1,29,0,15,0,15.6,13.6,2,1
1,6.18,2,33,1,18,1,32.8,37.2,-4.4,0
2,2.44,1,28,0,18,0,14.5,16.2,-1.7,0
3,5.33,1,30,1,20,0,29,33.1,-4.1,0
1,3.82,1,35,1,20,0,17.3,18.9,-1.6,0
1,4.34,1,24,1,2,0,14.4,13.8,0.6,1
2,8.64,4,35,0,3,0,33,35.2,-2.2,0
2,9.03,1,34,1,6,0,28.6,27.6,1,1
4,3.19,1,35,1,10,0,30.7,36,-5.3,0
2,5.76,4,37,1,10,0,29.6,25.9,3.7,1
2,2.74,1,30,0,13,0,20.3,21.1,-0.8,0
2,9.21,1,19,0,17,0,24.2,22.2,2,1
2,4.58,2,31,0,20,0,19.8,19.3,0.5,1
1,9.91,1,22,1,21,1,43.9,52.6,-8.7,0
1,3.22,1,28,0,23,0,10.5,11.3,-0.8,0
3,11.47,1,33,1,1,0,39,37.8,1.2,1
